"Step","sdss-RLSum_LO - utility","sdss-RLSum_LO - utility__MIN","sdss-RLSum_LO - utility__MAX","sdss-RLSum_HI - utility","sdss-RLSum_HI - utility__MIN","sdss-RLSum_HI - utility__MAX","sdss-RLSum_BL - utility","sdss-RLSum_BL - utility__MIN","sdss-RLSum_BL - utility__MAX","sdss-RLSum_DC - utility","sdss-RLSum_DC - utility__MIN","sdss-RLSum_DC - utility__MAX","sdss-RLSum_IC - utility","sdss-RLSum_IC - utility__MIN","sdss-RLSum_IC - utility__MAX"
"10","14.163291945114837","14.163291945114837","14.163291945114837","16.26898603651724","16.26898603651724","16.26898603651724","5.5860772389513995","5.5860772389513995","5.5860772389513995","9.354381563821489","9.354381563821489","9.354381563821489","4.665129830101411","4.665129830101411","4.665129830101411"
"11","6.950160747871742","6.950160747871742","6.950160747871742","9.313006153174317","9.313006153174317","9.313006153174317","1.9792895979743064","1.9792895979743064","1.9792895979743064","8.802151760507286","8.802151760507286","8.802151760507286","5.551789750713186","5.551789750713186","5.551789750713186"
"12","0.6103555840231458","0.6103555840231458","0.6103555840231458","-0.21907476199795206","-0.21907476199795206","-0.21907476199795206","-0.8316078414028584","-0.8316078414028584","-0.8316078414028584","8.751430025372793","8.751430025372793","8.751430025372793","2.1025107908466705","2.1025107908466705","2.1025107908466705"
"13","1.573010467290259","1.573010467290259","1.573010467290259","4.484358667416055","4.484358667416055","4.484358667416055","5.973472450613239","5.973472450613239","5.973472450613239","4.535746705251089","4.535746705251089","4.535746705251089","1.6149639925037103","1.6149639925037103","1.6149639925037103"
"14","3.068783155891513","3.068783155891513","3.068783155891513","4.938475060392873","4.938475060392873","4.938475060392873","2.0566744819822262","2.0566744819822262","2.0566744819822262","-3.5187660693462455","-3.5187660693462455","-3.5187660693462455","1.1995656521654272","1.1995656521654272","1.1995656521654272"
"15","3.272536811756592","3.272536811756592","3.272536811756592","8.912051079960523","8.912051079960523","8.912051079960523","1.5991880408364474","1.5991880408364474","1.5991880408364474","2.848099771074403","2.848099771074403","2.848099771074403","5.294653754722255","5.294653754722255","5.294653754722255"
"16","2.1905591071883785","2.1905591071883785","2.1905591071883785","4.014176507400294","4.014176507400294","4.014176507400294","2.024363362340896","2.024363362340896","2.024363362340896","0.8009563756617389","0.8009563756617389","0.8009563756617389","2.75633298791599","2.75633298791599","2.75633298791599"
"17","1.0659341473918482","1.0659341473918482","1.0659341473918482","4.425132812446872","4.425132812446872","4.425132812446872","3.4106303560357247","3.4106303560357247","3.4106303560357247","0.14220003419873323","0.14220003419873323","0.14220003419873323","1.4882445045091601","1.4882445045091601","1.4882445045091601"
"18","1.9470766637519579","1.9470766637519579","1.9470766637519579","6.6968119644783535","6.6968119644783535","6.6968119644783535","2.4775555679359695","2.4775555679359695","2.4775555679359695","-0.8829095218151916","-0.8829095218151916","-0.8829095218151916","3.217075680858016","3.217075680858016","3.217075680858016"
"19","4.055442486949613","4.055442486949613","4.055442486949613","2.3099663944094684","2.3099663944094684","2.3099663944094684","0.8854765612199348","0.8854765612199348","0.8854765612199348","-1.736639117998238","-1.736639117998238","-1.736639117998238","2.5475296701202366","2.5475296701202366","2.5475296701202366"
"20","5.6371728852460175","5.6371728852460175","5.6371728852460175","1.258860559330584","1.258860559330584","1.258860559330584","0.7312507710738726","0.7312507710738726","0.7312507710738726","9.263529151208035","9.263529151208035","9.263529151208035","3.182187946549924","3.182187946549924","3.182187946549924"
"21","1.4441948538566889","1.4441948538566889","1.4441948538566889","3.6181053767640514","3.6181053767640514","3.6181053767640514","-2.8453088942319247","-2.8453088942319247","-2.8453088942319247","8.283800896689753","8.283800896689753","8.283800896689753","3.063776631900242","3.063776631900242","3.063776631900242"
"22","1.7693856990740808","1.7693856990740808","1.7693856990740808","4.065607588282253","4.065607588282253","4.065607588282253","-3.2081962319029023","-3.2081962319029023","-3.2081962319029023","6.817677168726666","6.817677168726666","6.817677168726666","1.6467887411708633","1.6467887411708633","1.6467887411708633"
"23","3.990360488130115","3.990360488130115","3.990360488130115","7.699937980231901","7.699937980231901","7.699937980231901","0.11524512796608155","0.11524512796608155","0.11524512796608155","7.560190686828663","7.560190686828663","7.560190686828663","6.593637081189493","6.593637081189493","6.593637081189493"
"24","1.2920137253959794","1.2920137253959794","1.2920137253959794","-3.4295271950567803","-3.4295271950567803","-3.4295271950567803","1.070517878687991","1.070517878687991","1.070517878687991","1.4316061424547883","1.4316061424547883","1.4316061424547883","2.036759230003225","2.036759230003225","2.036759230003225"
"25","2.4141910910518214","2.4141910910518214","2.4141910910518214","4.795075998803916","4.795075998803916","4.795075998803916","1.1886982611005439","1.1886982611005439","1.1886982611005439","-2.153788555112846","-2.153788555112846","-2.153788555112846","-0.09235155845867707","-0.09235155845867707","-0.09235155845867707"
"26","1.6244606859588353","1.6244606859588353","1.6244606859588353","5.427828867747072","5.427828867747072","5.427828867747072","5.495317903080807","5.495317903080807","5.495317903080807","6.876275648820275","6.876275648820275","6.876275648820275","0.9467825980662924","0.9467825980662924","0.9467825980662924"
"27","7.860595480778062","7.860595480778062","7.860595480778062","6.348508275014683","6.348508275014683","6.348508275014683","0.34253702891747967","0.34253702891747967","0.34253702891747967","-3.2991131538696714","-3.2991131538696714","-3.2991131538696714","2.9414840930014567","2.9414840930014567","2.9414840930014567"
"28","9.793644277196249","9.793644277196249","9.793644277196249","5.7292458116581235","5.7292458116581235","5.7292458116581235","0.7536892426392379","0.7536892426392379","0.7536892426392379","-6.342735733413947","-6.342735733413947","-6.342735733413947","8.177171375407395","8.177171375407395","8.177171375407395"
"29","3.1703001999666833","3.1703001999666833","3.1703001999666833","-2.3805824119971444","-2.3805824119971444","-2.3805824119971444","3.6201892270044764","3.6201892270044764","3.6201892270044764","2.7547696959597987","2.7547696959597987","2.7547696959597987","3.6927810174122824","3.6927810174122824","3.6927810174122824"
"30","3.9094150299023336","3.9094150299023336","3.9094150299023336","3.2305558191501587","3.2305558191501587","3.2305558191501587","4.389265183983813","4.389265183983813","4.389265183983813","-2.358448429349883","-2.358448429349883","-2.358448429349883","1.8973713338311917","1.8973713338311917","1.8973713338311917"
"31","3.8303395373551954","3.8303395373551954","3.8303395373551954","0.8725797932971409","0.8725797932971409","0.8725797932971409","3.5318513865743313","3.5318513865743313","3.5318513865743313","4.093141112926685","4.093141112926685","4.093141112926685","3.0427239160917923","3.0427239160917923","3.0427239160917923"
"32","9.158368715952788","9.158368715952788","9.158368715952788","7.287293343018253","7.287293343018253","7.287293343018253","4.19970546684889","4.19970546684889","4.19970546684889","7.582055350325116","7.582055350325116","7.582055350325116","4.121462894265888","4.121462894265888","4.121462894265888"
"33","7.155319673358097","7.155319673358097","7.155319673358097","5.195227058278267","5.195227058278267","5.195227058278267","5.370116321491288","5.370116321491288","5.370116321491288","2.7085147973974895","2.7085147973974895","2.7085147973974895","1.914344590740493","1.914344590740493","1.914344590740493"
"34","5.438593495355773","5.438593495355773","5.438593495355773","-2.6410592772585306","-2.6410592772585306","-2.6410592772585306","3.0684433832676166","3.0684433832676166","3.0684433832676166","4.098414025847243","4.098414025847243","4.098414025847243","0.5849477353402219","0.5849477353402219","0.5849477353402219"
"35","7.771658815133354","7.771658815133354","7.771658815133354","2.2816958871322246","2.2816958871322246","2.2816958871322246","3.69153308416204","3.69153308416204","3.69153308416204","-1.7981682947702575","-1.7981682947702575","-1.7981682947702575","0.922323099292206","0.922323099292206","0.922323099292206"
"36","8.740105045994985","8.740105045994985","8.740105045994985","-7.4362268479351","-7.4362268479351","-7.4362268479351","1.6072178539952875","1.6072178539952875","1.6072178539952875","-2.031451112884518","-2.031451112884518","-2.031451112884518","7.662307423608716","7.662307423608716","7.662307423608716"
"37","8.93044609625564","8.93044609625564","8.93044609625564","-2.7453537861438218","-2.7453537861438218","-2.7453537861438218","2.5769672830568937","2.5769672830568937","2.5769672830568937","3.0377926922947176","3.0377926922947176","3.0377926922947176","3.6926317347580038","3.6926317347580038","3.6926317347580038"
"38","2.552335974958636","2.552335974958636","2.552335974958636","3.963198225468635","3.963198225468635","3.963198225468635","1.8858838542285574","1.8858838542285574","1.8858838542285574","-1.332325938747771","-1.332325938747771","-1.332325938747771","4.400719752458236","4.400719752458236","4.400719752458236"
"39","8.600029810624338","8.600029810624338","8.600029810624338","4.992382817081259","4.992382817081259","4.992382817081259","1.2784129831528452","1.2784129831528452","1.2784129831528452","3.9465676502426934","3.9465676502426934","3.9465676502426934","1.7977728584085853","1.7977728584085853","1.7977728584085853"
"40","3.788247209625905","3.788247209625905","3.788247209625905","-2.3452918174884005","-2.3452918174884005","-2.3452918174884005","5.660737805240778","5.660737805240778","5.660737805240778","-1.6215811597764564","-1.6215811597764564","-1.6215811597764564","2.686805706527739","2.686805706527739","2.686805706527739"
"41","1.2743188997941568","1.2743188997941568","1.2743188997941568","-1.0383108375202998","-1.0383108375202998","-1.0383108375202998","0.745765049243923","0.745765049243923","0.745765049243923","-5.912657611155553","-5.912657611155553","-5.912657611155553","4.703454381240038","4.703454381240038","4.703454381240038"
"42","6.291432381555649","6.291432381555649","6.291432381555649","2.5681026703193695","2.5681026703193695","2.5681026703193695","-0.9856651850828835","-0.9856651850828835","-0.9856651850828835","3.683358945793476","3.683358945793476","3.683358945793476","2.822600332046057","2.822600332046057","2.822600332046057"
"43","11.208023659706033","11.208023659706033","11.208023659706033","5.923339666304105","5.923339666304105","5.923339666304105","-1.7121646275781943","-1.7121646275781943","-1.7121646275781943","0.6891124520641254","0.6891124520641254","0.6891124520641254","2.8147928150991355","2.8147928150991355","2.8147928150991355"
"44","-0.5124671047700371","-0.5124671047700371","-0.5124671047700371","-4.216728419846047","-4.216728419846047","-4.216728419846047","2.2143065143824137","2.2143065143824137","2.2143065143824137","2.9552281332314227","2.9552281332314227","2.9552281332314227","12.097356075716464","12.097356075716464","12.097356075716464"
"45","8.496146795693654","8.496146795693654","8.496146795693654","2.271192229557599","2.271192229557599","2.271192229557599","2.8667571052575322","2.8667571052575322","2.8667571052575322","3.777775552062311","3.777775552062311","3.777775552062311","2.8063734474302118","2.8063734474302118","2.8063734474302118"
"46","3.616818743583882","3.616818743583882","3.616818743583882","5.8154301358925675","5.8154301358925675","5.8154301358925675","1.929051425910897","1.929051425910897","1.929051425910897","1.3168909727916152","1.3168909727916152","1.3168909727916152","8.190210388158945","8.190210388158945","8.190210388158945"
"47","1.9070477523044371","1.9070477523044371","1.9070477523044371","1.5210756353111772","1.5210756353111772","1.5210756353111772","0.041372528829575206","0.041372528829575206","0.041372528829575206","4.020718978529291","4.020718978529291","4.020718978529291","11.528253952951346","11.528253952951346","11.528253952951346"
"48","2.70757263040706","2.70757263040706","2.70757263040706","-3.845320253632638","-3.845320253632638","-3.845320253632638","3.987043466242383","3.987043466242383","3.987043466242383","1.880806990086094","1.880806990086094","1.880806990086094","2.3625421220222798","2.3625421220222798","2.3625421220222798"
"49","3.50769990977522","3.50769990977522","3.50769990977522","-3.300034738813513","-3.300034738813513","-3.300034738813513","-2.284449176120493","-2.284449176120493","-2.284449176120493","-0.24722064889580286","-0.24722064889580286","-0.24722064889580286","7.95101322959025","7.95101322959025","7.95101322959025"
"50","1.7683956207359448","1.7683956207359448","1.7683956207359448","-1.6732692664424702","-1.6732692664424702","-1.6732692664424702","3.5458192502176837","3.5458192502176837","3.5458192502176837","-0.587826478241776","-0.587826478241776","-0.587826478241776","1.7283193120901696","1.7283193120901696","1.7283193120901696"
"51","3.4637791247332776","3.4637791247332776","3.4637791247332776","-0.05317447675628517","-0.05317447675628517","-0.05317447675628517","1.2703780155818647","1.2703780155818647","1.2703780155818647","-6.0574594250859","-6.0574594250859","-6.0574594250859","6.764969169958139","6.764969169958139","6.764969169958139"
"52","-0.625089200961225","-0.625089200961225","-0.625089200961225","5.554684082568355","5.554684082568355","5.554684082568355","2.9567532762578006","2.9567532762578006","2.9567532762578006","1.2834300319546479","1.2834300319546479","1.2834300319546479","-1.8059700220939632","-1.8059700220939632","-1.8059700220939632"
"53","7.246901645894821","7.246901645894821","7.246901645894821","-1.3679739135568483","-1.3679739135568483","-1.3679739135568483","1.5953176792056252","1.5953176792056252","1.5953176792056252","-0.38983035615437023","-0.38983035615437023","-0.38983035615437023","5.996127511910573","5.996127511910573","5.996127511910573"
"54","0.8590088843044794","0.8590088843044794","0.8590088843044794","3.2983357044701895","3.2983357044701895","3.2983357044701895","0.30592410448034996","0.30592410448034996","0.30592410448034996","-1.2857197975286072","-1.2857197975286072","-1.2857197975286072","10.105796779125395","10.105796779125395","10.105796779125395"
"55","1.5619269955700115","1.5619269955700115","1.5619269955700115","-6.833333408068895","-6.833333408068895","-6.833333408068895","2.792099451010176","2.792099451010176","2.792099451010176","6.709929877975401","6.709929877975401","6.709929877975401","1.445120374697903","1.445120374697903","1.445120374697903"
"56","2.207534358413067","2.207534358413067","2.207534358413067","-0.5423542879797933","-0.5423542879797933","-0.5423542879797933","2.4659667284510176","2.4659667284510176","2.4659667284510176","5.613423748192462","5.613423748192462","5.613423748192462","2.459012325431414","2.459012325431414","2.459012325431414"
"57","16.16565265773884","16.16565265773884","16.16565265773884","1.1811144851907662","1.1811144851907662","1.1811144851907662","7.221928832004003","7.221928832004003","7.221928832004003","0.0233806050940929","0.0233806050940929","0.0233806050940929","9.472903998817493","9.472903998817493","9.472903998817493"
"58","2.5574889893075894","2.5574889893075894","2.5574889893075894","2.2873047320962745","2.2873047320962745","2.2873047320962745","2.013069647967779","2.013069647967779","2.013069647967779","1.4727444231557116","1.4727444231557116","1.4727444231557116","0.676780125329554","0.676780125329554","0.676780125329554"
"59","5.9585191394551185","5.9585191394551185","5.9585191394551185","2.7730380104407835","2.7730380104407835","2.7730380104407835","3.35201678426783","3.35201678426783","3.35201678426783","2.484757906582222","2.484757906582222","2.484757906582222","1.552865421894203","1.552865421894203","1.552865421894203"
"60","7.757521269111494","7.757521269111494","7.757521269111494","-7.144469861049102","-7.144469861049102","-7.144469861049102","8.415769337710655","8.415769337710655","8.415769337710655","1.3013041153245137","1.3013041153245137","1.3013041153245137","8.805532873435316","8.805532873435316","8.805532873435316"
"61","3.3670895902102314","3.3670895902102314","3.3670895902102314","2.0441050091367794","2.0441050091367794","2.0441050091367794","1.2621151284817926","1.2621151284817926","1.2621151284817926","-0.33196078035171817","-0.33196078035171817","-0.33196078035171817","7.442708517514427","7.442708517514427","7.442708517514427"
"62","5.590517139229402","5.590517139229402","5.590517139229402","2.842953794704769","2.842953794704769","2.842953794704769","2.1078552464730773","2.1078552464730773","2.1078552464730773","-2.640026405716259","-2.640026405716259","-2.640026405716259","1.5653718790371636","1.5653718790371636","1.5653718790371636"
"63","4.029583378484209","4.029583378484209","4.029583378484209","4.50673544670783","4.50673544670783","4.50673544670783","4.67143728528365","4.67143728528365","4.67143728528365","-1.9415477027462695","-1.9415477027462695","-1.9415477027462695","3.726930338077329","3.726930338077329","3.726930338077329"
"64","3.034683220854446","3.034683220854446","3.034683220854446","5.15946413640012","5.15946413640012","5.15946413640012","4.281165098466411","4.281165098466411","4.281165098466411","-0.333036144286303","-0.333036144286303","-0.333036144286303","6.879693294950025","6.879693294950025","6.879693294950025"
"65","2.9091108028472","2.9091108028472","2.9091108028472","1.412229254609008","1.412229254609008","1.412229254609008","3.072345048603009","3.072345048603009","3.072345048603009","6.2128975262758175","6.2128975262758175","6.2128975262758175","10.702260451880033","10.702260451880033","10.702260451880033"
"66","13.215213692690167","13.215213692690167","13.215213692690167","0.990279886006793","0.990279886006793","0.990279886006793","5.022891893831503","5.022891893831503","5.022891893831503","2.293901669516807","2.293901669516807","2.293901669516807","10.74533315400938","10.74533315400938","10.74533315400938"
"67","12.546552277123736","12.546552277123736","12.546552277123736","-0.8999702797567863","-0.8999702797567863","-0.8999702797567863","2.801708345427905","2.801708345427905","2.801708345427905","0.36280454056459077","0.36280454056459077","0.36280454056459077","6.988637876537639","6.988637876537639","6.988637876537639"
"68","2.9358276032791077","2.9358276032791077","2.9358276032791077","6.078494675397848","6.078494675397848","6.078494675397848","-0.06448760471243041","-0.06448760471243041","-0.06448760471243041","-1.3138861430526354","-1.3138861430526354","-1.3138861430526354","9.437941663560562","9.437941663560562","9.437941663560562"
"69","5.007660895445137","5.007660895445137","5.007660895445137","-5.705029082620191","-5.705029082620191","-5.705029082620191","6.5362160009670465","6.5362160009670465","6.5362160009670465","4.954391019384978","4.954391019384978","4.954391019384978","3.2998274385436357","3.2998274385436357","3.2998274385436357"
"70","7.596229737347673","7.596229737347673","7.596229737347673","2.415845135100616","2.415845135100616","2.415845135100616","6.443846129195279","6.443846129195279","6.443846129195279","-2.0354773222544726","-2.0354773222544726","-2.0354773222544726","8.871644481105042","8.871644481105042","8.871644481105042"
"71","10.012754518493342","10.012754518493342","10.012754518493342","0.6918053572008334","0.6918053572008334","0.6918053572008334","5.239424074861156","5.239424074861156","5.239424074861156","-3.776351921559553","-3.776351921559553","-3.776351921559553","10.620581731845727","10.620581731845727","10.620581731845727"
"72","5.310728590943946","5.310728590943946","5.310728590943946","4.467805126385815","4.467805126385815","4.467805126385815","9.863525480048432","9.863525480048432","9.863525480048432","4.088911688587505","4.088911688587505","4.088911688587505","9.09639254552636","9.09639254552636","9.09639254552636"
"73","2.7524744812687585","2.7524744812687585","2.7524744812687585","-0.8506526825640159","-0.8506526825640159","-0.8506526825640159","5.817852236743827","5.817852236743827","5.817852236743827","-0.5595906954543766","-0.5595906954543766","-0.5595906954543766","11.027622187199198","11.027622187199198","11.027622187199198"
"74","2.9288863544864627","2.9288863544864627","2.9288863544864627","4.2048056882575775","4.2048056882575775","4.2048056882575775","7.071427102248724","7.071427102248724","7.071427102248724","2.549626302142716","2.549626302142716","2.549626302142716","12.361586979266288","12.361586979266288","12.361586979266288"
"75","5.105655701854026","5.105655701854026","5.105655701854026","-4.1914905279234596","-4.1914905279234596","-4.1914905279234596","10.575805546653278","10.575805546653278","10.575805546653278","0.23061172813429465","0.23061172813429465","0.23061172813429465","8.565374050743218","8.565374050743218","8.565374050743218"
"76","3.0086966326085864","3.0086966326085864","3.0086966326085864","0.40269749951786404","0.40269749951786404","0.40269749951786404","-1.4525614007175065","-1.4525614007175065","-1.4525614007175065","-0.2070664630248279","-0.2070664630248279","-0.2070664630248279","6.988315366295466","6.988315366295466","6.988315366295466"
"77","2.214077966300969","2.214077966300969","2.214077966300969","-8.99371887331301","-8.99371887331301","-8.99371887331301","5.5578900778768805","5.5578900778768805","5.5578900778768805","0.3838409029807641","0.3838409029807641","0.3838409029807641","5.940745161157525","5.940745161157525","5.940745161157525"
"78","0.9528913464059461","0.9528913464059461","0.9528913464059461","3.6315656735037525","3.6315656735037525","3.6315656735037525","6.244566551941474","6.244566551941474","6.244566551941474","1.8312186595955988","1.8312186595955988","1.8312186595955988","9.759813733411963","9.759813733411963","9.759813733411963"
"79","14.212246850626377","14.212246850626377","14.212246850626377","-0.7225204595591238","-0.7225204595591238","-0.7225204595591238","-3.4186391269544156","-3.4186391269544156","-3.4186391269544156","-2.0106202778019275","-2.0106202778019275","-2.0106202778019275","10.034406003199205","10.034406003199205","10.034406003199205"
"80","12.233511517031767","12.233511517031767","12.233511517031767","0.14433941647879456","0.14433941647879456","0.14433941647879456","6.773762545720837","6.773762545720837","6.773762545720837","0.5694656581906608","0.5694656581906608","0.5694656581906608","13.049609998050661","13.049609998050661","13.049609998050661"
"81","1.8519021425331077","1.8519021425331077","1.8519021425331077","2.5489281106449315","2.5489281106449315","2.5489281106449315","2.537750051712504","2.537750051712504","2.537750051712504","-3.323200143049084","-3.323200143049084","-3.323200143049084","12.327874731583872","12.327874731583872","12.327874731583872"
"82","12.108257754537995","12.108257754537995","12.108257754537995","11.127552160214588","11.127552160214588","11.127552160214588","0.018737910224400495","0.018737910224400495","0.018737910224400495","-0.25430606052258614","-0.25430606052258614","-0.25430606052258614","11.137079309834045","11.137079309834045","11.137079309834045"
"83","3.2281352661286804","3.2281352661286804","3.2281352661286804","-4.515897411162232","-4.515897411162232","-4.515897411162232","0.532958290151568","0.532958290151568","0.532958290151568","-1.42493499213426","-1.42493499213426","-1.42493499213426","9.434076350235443","9.434076350235443","9.434076350235443"
"84","2.7716694708396044","2.7716694708396044","2.7716694708396044","3.4345413754975698","3.4345413754975698","3.4345413754975698","4.325186806467003","4.325186806467003","4.325186806467003","-3.3278071140239396","-3.3278071140239396","-3.3278071140239396","9.442847078745048","9.442847078745048","9.442847078745048"
"85","8.990153838977152","8.990153838977152","8.990153838977152","-3.1040942344585014","-3.1040942344585014","-3.1040942344585014","8.552796704406244","8.552796704406244","8.552796704406244","-0.47783446820540965","-0.47783446820540965","-0.47783446820540965","12.551111468595986","12.551111468595986","12.551111468595986"
"86","1.3087013617151604","1.3087013617151604","1.3087013617151604","2.1860327270613817","2.1860327270613817","2.1860327270613817","5.356726846009459","5.356726846009459","5.356726846009459","-1.8295325822751074","-1.8295325822751074","-1.8295325822751074","9.258928940494517","9.258928940494517","9.258928940494517"
"87","12.58217071632782","12.58217071632782","12.58217071632782","2.2041134584455513","2.2041134584455513","2.2041134584455513","5.753085827343113","5.753085827343113","5.753085827343113","-1.4570826169428164","-1.4570826169428164","-1.4570826169428164","17.799740676758496","17.799740676758496","17.799740676758496"
"88","9.958787458459161","9.958787458459161","9.958787458459161","-10.766776332041966","-10.766776332041966","-10.766776332041966","7.585484389906143","7.585484389906143","7.585484389906143","0.6099732736758714","0.6099732736758714","0.6099732736758714","13.705063188527541","13.705063188527541","13.705063188527541"
"89","16.21359228714523","16.21359228714523","16.21359228714523","3.036591705783614","3.036591705783614","3.036591705783614","-3.637438163732233","-3.637438163732233","-3.637438163732233","2.8021802380983383","2.8021802380983383","2.8021802380983383","12.825389124077475","12.825389124077475","12.825389124077475"
"90","6.8299652193320695","6.8299652193320695","6.8299652193320695","-11.064824555484504","-11.064824555484504","-11.064824555484504","7.453551341824272","7.453551341824272","7.453551341824272","0.4023355205887074","0.4023355205887074","0.4023355205887074","20.44387907248607","20.44387907248607","20.44387907248607"
"91","14.022262635445509","14.022262635445509","14.022262635445509","1.0044781916978192","1.0044781916978192","1.0044781916978192","0.9867231780333177","0.9867231780333177","0.9867231780333177","-2.088881312897445","-2.088881312897445","-2.088881312897445","14.46402483451709","14.46402483451709","14.46402483451709"
"92","8.984396113439049","8.984396113439049","8.984396113439049","-6.738776775009221","-6.738776775009221","-6.738776775009221","-8.335153480374862","-8.335153480374862","-8.335153480374862","-3.216963628628191","-3.216963628628191","-3.216963628628191","8.338751837014048","8.338751837014048","8.338751837014048"
"93","15.226869451789034","15.226869451789034","15.226869451789034","-1.3565540731478039","-1.3565540731478039","-1.3565540731478039","2.0669178496456384","2.0669178496456384","2.0669178496456384","4.359605808224176","4.359605808224176","4.359605808224176","9.714883791535076","9.714883791535076","9.714883791535076"
"94","10.872042088009795","10.872042088009795","10.872042088009795","-4.939825424698528","-4.939825424698528","-4.939825424698528","1.0064549473983597","1.0064549473983597","1.0064549473983597","-4.136342045709855","-4.136342045709855","-4.136342045709855","7.989371207431066","7.989371207431066","7.989371207431066"
"95","7.414485960132046","7.414485960132046","7.414485960132046","-3.8687970795993345","-3.8687970795993345","-3.8687970795993345","5.091746918384494","5.091746918384494","5.091746918384494","1.9497739783055947","1.9497739783055947","1.9497739783055947","18.49439775006302","18.49439775006302","18.49439775006302"
"96","15.576175924928036","15.576175924928036","15.576175924928036","-4.3548069647211625","-4.3548069647211625","-4.3548069647211625","6.113970337532463","6.113970337532463","6.113970337532463","1.8428900160408483","1.8428900160408483","1.8428900160408483","12.47188591988625","12.47188591988625","12.47188591988625"
"97","7.233332273258755","7.233332273258755","7.233332273258755","-8.88284206515692","-8.88284206515692","-8.88284206515692","7.375630765211363","7.375630765211363","7.375630765211363","0.48090625742190407","0.48090625742190407","0.48090625742190407","2.0320272219136175","2.0320272219136175","2.0320272219136175"
"98","15.453612742840928","15.453612742840928","15.453612742840928","-2.411927962259213","-2.411927962259213","-2.411927962259213","4.735679312440545","4.735679312440545","4.735679312440545","3.0374083215464713","3.0374083215464713","3.0374083215464713","9.196004044051037","9.196004044051037","9.196004044051037"
"99","7.672834724869884","7.672834724869884","7.672834724869884","6.51869555283053","6.51869555283053","6.51869555283053","5.641566001083258","5.641566001083258","5.641566001083258","-1.645619321246751","-1.645619321246751","-1.645619321246751","16.765263150759434","16.765263150759434","16.765263150759434"
"100","1.0556962561891792","1.0556962561891792","1.0556962561891792","-3.8082206463714208","-3.8082206463714208","-3.8082206463714208","1.4313658247893293","1.4313658247893293","1.4313658247893293","1.4461064895441522","1.4461064895441522","1.4461064895441522","9.693211565144315","9.693211565144315","9.693211565144315"
